"id","nume","diacritice","judet","auto","zip","populatie","lat","lng"
"3045","Farcasesti","Fărcăşeşti","Gorj","GJ","217235","433","44.8712456","23.1913366"
"3046","Farcasesti-Mosneni","Fărcăşeşti-Moşneni","Gorj","GJ","217236","296","44.8699152","23.2032659"
"3047","Pesteana de Jos","Peşteana de Jos","Gorj","GJ","217237","1114","44.8319693","23.2687241"
"3048","Rogojel","Rogojel","Gorj","GJ","217238","217","44.9030266","23.1373306"
"3049","Rosia-Jiu","Roşia-Jiu","Gorj","GJ","217239","595","44.8896861","23.1567224"
"3050","Timiseni","Timişeni","Gorj","GJ","217241","162","44.8746732","23.1093848"
"3051","Valea cu Apa","Valea cu Apă","Gorj","GJ","217242","472","44.8415618","23.2582945"
"3052","Glogova","Glogova","Gorj","GJ","217245","538","44.9275054","22.9038219"
"3053","Camuiesti","Cămuieşti","Gorj","GJ","217246","218","44.9477949","22.8977136"
"3054","Clesnesti","Cleşneşti","Gorj","GJ","217247","198","44.9001065","22.9015844"
"3055","Iormanesti","Iormăneşti","Gorj","GJ","217248","410","44.8972843","22.9163898"
"3056","Olteanu","Olteanu","Gorj","GJ","217249","525","44.8794081","22.9198567"
"3057","Godinesti","Godineşti","Gorj","GJ","217250","991","45.0127184","22.9591595"
"3058","Arjoci","Arjoci","Gorj","GJ","217251","118","44.9788672","22.9537909"
"3059","Calcesti","Câlceşti","Gorj","GJ","217252","226","44.9702456","22.9539424"
"3060","Chiliu","Chiliu","Gorj","GJ","217253","50","44.9776772","22.9304231"
"3061","Parau de Pripor","Pârâu de Pripor","Gorj","GJ","217254","374","44.9632139","22.9871213"
"3062","Parau de Vale","Pârâu de Vale","Gorj","GJ","217256","238","44.9784438","22.996316"
"3063","Ratez","Rătez","Gorj","GJ","217257","64","44.9620869","22.9200292"
"3064","Hurezani","Hurezani","Gorj","GJ","217260","474","44.803809","23.6442887"
"3065","Busuioci","Busuioci","Gorj","GJ","217261","404","44.8175117","23.6713368"
"3066","Pegeni","Pegeni","Gorj","GJ","217262","255","44.7732663","23.6353959"
"3067","Plopu","Plopu","Gorj","GJ","217263","216","44.7908014","23.6000397"
"3068","Totea de Hurezani","Totea de Hurezani","Gorj","GJ","217264","264","44.8512611","23.6068469"
"3069","Ionesti","Ioneşti","Gorj","GJ","217265","1090","44.6241974","23.4270018"
"3070","Gura Susitei","Gura Şuşiţei","Gorj","GJ","217266","297","44.6050529","23.4309008"
"3071","Iliesti","Ilieşti","Gorj","GJ","217267","510","44.6433202","23.4035026"
"3072","Picu","Picu","Gorj","GJ","217268","355","44.5886633","23.4446253"
"3073","Jupanesti","Jupâneşti","Gorj","GJ","217270","651","44.9015105","23.5341134"
"3074","Boia","Boia","Gorj","GJ","217271","9","44.925955","23.5375391"
"3075","Parau Boia","Pârâu Boia","Gorj","GJ","217272","9","44.925955","23.5375391"
"3076","Vidin","Vidin","Gorj","GJ","217273","279","44.9266409","23.5118009"
"3077","Viersani","Vierşani","Gorj","GJ","217274","778","44.8646971","23.5311787"
"3078","Lelesti","Leleşti","Gorj","GJ","217275","1286","45.0864644","23.196046"
"3079","Fratesti","Frăteşti","Gorj","GJ","217276","345","45.1259541","23.2129971"
"3080","Rasovita","Rasoviţa","Gorj","GJ","217277","223","45.0773967","23.1751413"
"3081","Licurici","Licurici","Gorj","GJ","217280","579","44.9224696","23.6211098"
"3082","Frumusei","Frumuşei","Gorj","GJ","217281","319","44.8773777","23.6278046"
"3083","Negreni","Negreni","Gorj","GJ","217282","586","44.8519199","23.637518"
"3084","Totea","Totea","Gorj","GJ","217283","788","44.8698341","23.6005101"
"3085","Logresti","Logreşti","Gorj","GJ","217285","","44.893747","23.7213025"
"3086","Coltesti","Colţeşti","Gorj","GJ","217286","332","44.8360486","23.6819484"
"3087","Frunza","Frunza","Gorj","GJ","217287","458","44.8525225","23.6964043"
"3088","Logresti-Mosteni","Logreşti-Moşteni","Gorj","GJ","217288","319","44.9044508","23.7033533"
"3089","Maru","Măru","Gorj","GJ","217289","417","44.9026481","23.7423378"
"3090","Popesti","Popeşti","Gorj","GJ","217291","283","44.9120251","23.7024583"
"3091","Seaca","Seaca","Gorj","GJ","217292","319","44.9291438","23.7477104"
"3092","Targu Logresti","Târgu Logreşti","Gorj","GJ","217293","603","44.8717539","23.7095223"
"3093","Matasari","Mătăsari","Gorj","GJ","217295","3599","44.8474074","23.0907828"
"3094","Bradet","Brădet","Gorj","GJ","217296","561","44.870693","23.0705853"
"3095","Bradetel","Brădeţel","Gorj","GJ","217297","118","44.8814896","23.0313548"
"3096","Croici","Croici","Gorj","GJ","217298","361","44.831604","23.0931331"
"3097","Runcurel","Runcurel","Gorj","GJ","217299","388","44.8594203","23.0228308"
"3098","Musetesti","Muşeteşti","Gorj","GJ","217300","794","45.1420467","23.4615031"
"3099","Arseni","Arşeni","Gorj","GJ","217301","35","45.1766449","23.4329391"
"3100","Barcaciu","Bârcaciu","Gorj","GJ","217302","237","45.1378869","23.4522263"
"3101","Gamani","Gămani","Gorj","GJ","217303","58","45.1375154","23.425469"
"3102","Grui","Grui","Gorj","GJ","217304","290","45.1226439","23.4314553"
"3103","Stancesti","Stănceşti","Gorj","GJ","217306","370","45.1752872","23.4676799"
"3104","Stancesti-Larga","Stănceşti-Larga","Gorj","GJ","217307","201","45.1694079","23.4833759"
"3105","Negomir","Negomir","Gorj","GJ","217310","580","44.8255094","23.1903969"
"3106","Artanu","Artanu","Gorj","GJ","217311","677","44.7895646","23.2238961"
"3107","Bohorel","Bohorel","Gorj","GJ","217312","9","44.8353827","23.1671549"
"3108","Condeiesti","Condeieşti","Gorj","GJ","217313","377","44.7574288","23.2624647"
"3109","Nucetu","Nucetu","Gorj","GJ","217314","306","44.7482101","23.2769035"
"3110","Orzu","Orzu","Gorj","GJ","217316","218","44.7745046","23.2370635"
"3111","Paltinu","Paltinu","Gorj","GJ","217317","291","44.767642","23.2376932"
"3112","Raci","Raci","Gorj","GJ","217318","190","44.7659713","23.2511682"
"3113","Ursoaia","Ursoaia","Gorj","GJ","217319","784","44.8121823","23.2097403"
"3114","Valea Racilor","Valea Racilor","Gorj","GJ","217321","123","44.7683744","23.2513692"
"3115","Pades","Padeş","Gorj","GJ","217325","804","45.1555055","22.7307032"
"3116","Apa Neagra","Apa Neagră","Gorj","GJ","217326","430","44.9975688","22.8652858"
"3117","Calugareni","Călugăreni","Gorj","GJ","217327","696","45.0473002","22.8215298"
"3118","Cerna-Sat","Cerna-Sat","Gorj","GJ","217328","76","45.1273648","22.6829327"
"3119","Closani","Cloşani","Gorj","GJ","217329","1025","45.0685709","22.8021696"
"3120","Motru Sec","Motru Sec","Gorj","GJ","217331","978","45.0615945","22.7944424"
"3121","Orzesti","Orzeşti","Gorj","GJ","217332","387","45.0492973","22.812036"
"3122","Vaieni","Văieni","Gorj","GJ","217333","404","45.0353787","22.8431552"
"3123","Pestisani","Peştişani","Gorj","GJ","217335","1102","45.0761146","23.0484939"
"3124","Borosteni","Boroşteni","Gorj","GJ","217336","468","45.0953607","23.0274272"
"3125","Bradiceni","Brădiceni","Gorj","GJ","217337","677","45.0589833","23.0769571"
"3126","Francesti","Frânceşti","Gorj","GJ","217338","673","45.0872375","23.0598339"
"3127","Gureni","Gureni","Gorj","GJ","217339","393","45.1120262","23.0387895"
"3128","Hobita","Hobiţa","Gorj","GJ","217341","297","45.0505963","23.0585854"
"3129","Seuca","Seuca","Gorj","GJ","217342","122","45.0097007","23.0312689"
"3130","Plopsoru","Plopşoru","Gorj","GJ","217345","661","44.7728138","23.3755749"
"3131","Brosteni","Broşteni","Gorj","GJ","217346","232","44.6898998","23.4140002"
"3132","Brostenii de Sus","Broştenii de Sus","Gorj","GJ","217347","80","44.6687001","23.4385446"
"3133","Ceplea","Ceplea","Gorj","GJ","217348","442","44.7063332","23.4058355"
"3134","Cursaru","Cursaru","Gorj","GJ","217349","255","44.6789629","23.4306484"
"3135","Deleni","Deleni","Gorj","GJ","217351","265","44.7851807","23.3806604"
"3136","Izvoarele","Izvoarele","Gorj","GJ","217352","698","44.7234525","23.3945188"
"3137","Olari","Olari","Gorj","GJ","217353","870","44.8084259","23.3297125"
"3138","Piscuri","Piscuri","Gorj","GJ","217354","926","44.7687381","23.4000834"
"3139","Sardanesti","Sărdăneşti","Gorj","GJ","217356","745","44.7638724","23.3659786"
"3140","Valeni","Văleni","Gorj","GJ","217357","1060","44.7426384","23.3849754"
"3141","Polovragi","Polovragi","Gorj","GJ","217365","2341","45.1779928","23.7972575"
"3142","Racovita","Racoviţa","Gorj","GJ","217366","479","45.1723306","23.8341303"
"3143","Prigoria","Prigoria","Gorj","GJ","217370","444","45.0682781","23.6836663"
"3144","Bucsana","Bucşana","Gorj","GJ","217371","854","45.0640741","23.7140656"
"3145","Burlani","Burlani","Gorj","GJ","217372","131","45.0437428","23.69148"
"3146","Calugareasa","Călugăreasa","Gorj","GJ","217373","591","45.0427834","23.6424015"
"3147","Dobrana","Dobrana","Gorj","GJ","217374","307","45.0586267","23.671416"
"3148","Negoiesti","Negoieşti","Gorj","GJ","217376","324","45.03585","23.6628018"
"3149","Zorlesti","Zorleşti","Gorj","GJ","217377","473","45.0889537","23.7131838"
"3150","Rosia de Amaradia","Roşia de Amaradia","Gorj","GJ","217380","1353","45.0260193","23.7468966"
"3151","Becheni","Becheni","Gorj","GJ","217381","122","45.0801847","23.7670974"
"3152","Dealu Viei","Dealu Viei","Gorj","GJ","217382","57","45.0684414","23.7657641"
"3153","Ruget","Ruget","Gorj","GJ","217383","634","45.016658","23.7642216"
"3154","Seciurile","Seciurile","Gorj","GJ","217384","642","45.0226042","23.7315865"
"3155","Stejaru","Stejaru","Gorj","GJ","217386","103","45.0160926","23.7107246"
"3156","Sitoaia","Şitoaia","Gorj","GJ","217387","221","45.0770972","23.7586885"
"3157","Runcu","Runcu","Gorj","GJ","217390","1085","45.1692542","23.1316621"
"3158","Balta","Bâlta","Gorj","GJ","217391","1230","45.1172026","23.1041151"
"3159","Baltisoara","Bâltişoara","Gorj","GJ","217392","479","45.1193393","23.1171941"
"3160","Dobrita","Dobriţa","Gorj","GJ","217393","1057","45.1347752","23.1660586"
"3161","Rachiti","Răchiţi","Gorj","GJ","217394","334","45.0952678","23.1491578"
"3162","Suseni","Suseni","Gorj","GJ","217396","329","45.1397724","23.2060479"
"3163","Valea Mare","Valea Mare","Gorj","GJ","217397","797","45.1122476","23.081139"
"3164","Samarinesti","Samarineşti","Gorj","GJ","217400","570","44.7660667","23.0419594"
"3165","Bazavani","Băzăvani","Gorj","GJ","217401","98","44.7986175","23.02971"
"3166","Boca","Boca","Gorj","GJ","217402","302","44.7645851","23.0230638"
"3167","Duculesti","Duculeşti","Gorj","GJ","217403","69","44.7911306","23.0419219"
"3168","Larga","Larga","Gorj","GJ","217404","129","44.7716827","23.0643836"
"3169","Tirioi","Ţirioi","Gorj","GJ","217406","110","44.7798383","23.049034"
"3170","Valea Bisericii","Valea Bisericii","Gorj","GJ","217407","266","44.758474","23.0345731"
"3171","Valea Mica","Valea Mică","Gorj","GJ","217408","24","44.7761859","23.0719355"
"3172","Valea Poienii","Valea Poienii","Gorj","GJ","217409","171","44.7400767","23.0578974"
"3173","Sacelu","Săcelu","Gorj","GJ","217410","450","45.0811983","23.5483815"
"3174","Blahnita de Sus","Blahniţa de Sus","Gorj","GJ","217411","463","45.1389487","23.5523995"
"3175","Haiesti","Hăieşti","Gorj","GJ","217412","259","45.069797","23.5384461"
"3176","Jeristea","Jeriştea","Gorj","GJ","217413","12","45.1370499","23.5313536"
"3177","Magheresti","Maghereşti","Gorj","GJ","217414","358","45.0891503","23.5203609"
"3178","Saulesti","Săuleşti","Gorj","GJ","217415","898","44.8113956","23.4688793"
"3179","Bibesti","Bibeşti","Gorj","GJ","217416","665","44.7815366","23.4907078"
"3180","Dolcesti","Dolceşti","Gorj","GJ","217417","367","44.8155389","23.5034072"
"3181","Purcaru","Purcaru","Gorj","GJ","217418","180","44.8464463","23.4683859"
"3182","Schela","Schela","Gorj","GJ","217420","410","45.2030842","23.2962361"
"3183","Arsuri","Arsuri","Gorj","GJ","217421","181","45.1504828","23.3169054"
"3184","Gornacel","Gornăcel","Gorj","GJ","217422","535","45.1692396","23.3443984"
"3185","Pajistele","Păjiştele","Gorj","GJ","217423","10","45.1491373","23.3345935"
"3186","Sambotin","Sâmbotin","Gorj","GJ","217424","538","45.1366899","23.3408171"
"3187","Scoarta","Scoarţa","Gorj","GJ","217425","643","45.0207403","23.4665469"
"3188","Bobu","Bobu","Gorj","GJ","217426","719","45.034568","23.5106048"
"3189","Budieni","Budieni","Gorj","GJ","217427","768","45.0148014","23.4002245"
"3190","Campu Mare","Câmpu Mare","Gorj","GJ","217428","52","45.036639","23.5491952"
"3191","Ceratu de Copacioasa","Cerătu de Copăcioasa","Gorj","GJ","217429","182","45.0110489","23.434604"
"3192","Colibasi","Colibaşi","Gorj","GJ","217431","234","45.0159312","23.5283242"
"3193","Copacioasa","Copăcioasa","Gorj","GJ","217432","523","45.0338167","23.4232775"
"3194","Lazuri","Lazuri","Gorj","GJ","217433","298","45.0276506","23.477258"
"3195","Lintea","Lintea","Gorj","GJ","217434","177","45.0227913","23.4429032"
"3196","Mogosani","Mogoşani","Gorj","GJ","217436","249","45.0518348","23.5331825"
"3197","Pistestii din Deal","Pişteştii din Deal","Gorj","GJ","217437","999","45.0213433","23.3898969"
"3198","Slivilesti","Slivileşti","Gorj","GJ","217445","544","44.7938193","23.0953325"
"3199","Cojmanesti","Cojmăneşti","Gorj","GJ","217446","436","44.7983901","23.1169065"
"3200","Miculesti","Miculeşti","Gorj","GJ","217447","535","44.8237796","23.043675"
"3201","Stramtu","Strâmtu","Gorj","GJ","217448","493","44.7739398","23.1025485"
"3202","Sura","Sura","Gorj","GJ","217449","422","44.7563553","23.1591261"
"3203","Siacu","Şiacu","Gorj","GJ","217451","344","44.7571344","23.1811915"
"3204","Stiucani","Ştiucani","Gorj","GJ","217452","73","44.8348757","23.0303323"
"3205","Tehomir","Tehomir","Gorj","GJ","217453","380","44.8054107","23.0782464"
"3206","Stanesti","Stăneşti","Gorj","GJ","217455","639","45.11844","23.2422698"
"3207","Alexeni","Alexeni","Gorj","GJ","217456","212","45.132294","23.2466475"
"3208","Balani","Bălani","Gorj","GJ","217457","98","45.0825143","23.2546375"
"3209","Calesti","Căleşti","Gorj","GJ","217458","235","45.0956744","23.2621909"
"3210","Curpen","Curpen","Gorj","GJ","217459","669","45.1558651","23.2574936"
"3211","Mazaroi","Măzăroi","Gorj","GJ","217461","60","44.9485595","23.2427079"
"3212","Obreja","Obreja","Gorj","GJ","217462","118","45.1102026","23.2633998"
"3213","Parvulesti","Pârvuleşti","Gorj","GJ","217463","70","45.1557376","23.2216146"
"3214","Vaidei","Vaidei","Gorj","GJ","217464","72","45.1648799","23.2614773"
"3215","Valari","Vălari","Gorj","GJ","217466","137","45.1593033","23.2337916"
"3216","Stejari","Stejari","Gorj","GJ","217470","698","44.7858872","23.692492"
"3217","Balosani","Baloşani","Gorj","GJ","217471","532","44.7293384","23.6569906"
"3218","Bacesti","Băceşti","Gorj","GJ","217472","405","44.7371964","23.6770169"
"3219","Dealu Leului","Dealu Leului","Gorj","GJ","217473","14","44.7335272","23.7174595"
"3220","Piscoiu","Piscoiu","Gorj","GJ","217474","700","44.8544764","23.7490039"
"3221","Popesti-Stejari","Popeşti-Stejari","Gorj","GJ","217476","236","44.8228949","23.7334716"
"3222","Stoina","Stoina","Gorj","GJ","217480","802","44.6786586","23.6313587"
"3223","Ciorari","Ciorari","Gorj","GJ","217481","432","44.7084691","23.6209063"
"3224","Mielusei","Mieluşei","Gorj","GJ","217482","79","44.6731461","23.6621262"
"3225","Paisani","Păişani","Gorj","GJ","217483","407","44.6646104","23.6424725"
"3226","Toiaga","Toiaga","Gorj","GJ","217484","230","44.6926793","23.6511294"
"3227","Ulmet","Ulmet","Gorj","GJ","217486","53","44.6813707","23.6566844"
"3228","Urda de Sus","Urda de Sus","Gorj","GJ","217487","373","44.6539929","23.6490914"
"3229","Telesti","Teleşti","Gorj","GJ","217490","1200","44.992044","23.0853697"
"3230","Buduhala","Buduhala","Gorj","GJ","217491","658","44.9891288","23.124948"
"3231","Somanesti","Şomăneşti","Gorj","GJ","217492","615","44.9597334","23.1073287"
"3232","Tismana","Tismana","Gorj","GJ","217495","1745","45.0499296","22.9458871"
"3233","Celei","Celei","Gorj","GJ","217496","574","45.0104119","22.9236382"
"3234","Costeni","Costeni","Gorj","GJ","217497","763","45.0157189","22.8927104"
"3235","Gornovita","Gornoviţa","Gorj","GJ","217498","411","45.0701064","22.9667155"
"3236","Isvarna","Isvarna","Gorj","GJ","217499","338","45.0320393","22.9055658"
"3237","Pocruia","Pocruia","Gorj","GJ","217501","1085","45.042186","22.9244031"
"3238","Racoti","Racoţi","Gorj","GJ","217502","284","44.991152","22.9334399"
"3239","Sohodol","Sohodol","Gorj","GJ","217503","935","45.0570554","22.877275"
"3240","Topesti","Topeşti","Gorj","GJ","217504","316","45.0812039","22.972385"
"3241","Valcele","Vâlcele","Gorj","GJ","217506","293","45.0850907","22.9859643"
"3242","Vanata","Vânăta","Gorj","GJ","217507","291","45.0466482","22.9729837"
"3243","Turburea","Turburea","Gorj","GJ","217515","1244","44.7091808","23.5166798"
"3244","Cocorova","Cocorova","Gorj","GJ","217516","489","44.6598664","23.5634761"
"3245","Poiana","Poiana","Gorj","GJ","217517","1368","44.6564435","23.5343238"
"3246","Spahii","Spahii","Gorj","GJ","217518","358","44.6817781","23.5302232"
"3247","Sipotu","Şipotu","Gorj","GJ","217519","617","44.6930802","23.5260416"
"3248","Turceni","Turceni","Gorj","GJ","217520","4055","44.674076","23.374199"
"3249","Garbovu","Gârbovu","Gorj","GJ","217521","371","44.731239","23.3443282"
"3250","Jiltu","Jilţu","Gorj","GJ","217522","258","44.6881292","23.379824"
"3251","Murgesti","Murgeşti","Gorj","GJ","217523","719","44.7110498","23.3614028"
"3252","Stramba-Jiu","Strâmba-Jiu","Gorj","GJ","217524","1428","44.761708","23.3193029"
"3253","Valea Viei","Valea Viei","Gorj","GJ","217526","438","44.739101","23.3333903"
"3254","Turcinesti","Turcineşti","Gorj","GJ","217530","1113","45.1172336","23.3052033"
"3255","Cartiu","Cartiu","Gorj","GJ","217531","469","45.1259029","23.3136153"
"3256","Horezu","Horezu","Gorj","GJ","217532","182","45.1476617","23.2956333"
"3257","Rugi","Rugi","Gorj","GJ","217533","462","45.1358795","23.2901965"
"3258","Tantareni","Ţânţăreni","Gorj","GJ","217535","2201","44.59486","23.4919296"
"3259","Arpadia","Arpadia","Gorj","GJ","217536","79","44.6386474","23.5739381"
"3260","Chiciora","Chiciora","Gorj","GJ","217537","265","44.6208606","23.5742983"
"3261","Floresti","Floreşti","Gorj","GJ","217538","2744","44.6188087","23.5276909"
"3262","Urdari","Urdari","Gorj","GJ","217540","1556","44.8066046","23.2898497"
"3263","Fantanele","Fântânele","Gorj","GJ","217541","896","44.7822602","23.3034213"
"3264","Hotaroasa","Hotăroasa","Gorj","GJ","217542","572","44.8206663","23.2814118"
"3265","Vagiulesti","Văgiuleşti","Gorj","GJ","217545","811","44.7334539","23.1033121"
